Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
916,8.543,,,,875.5655,15830,-1,Negative,Phosphatidylinositol,PI 19:0_18:2,,C46H85O13P,876.5728,(M-H)-,875.5655,0.0,0.0,75.01,PI 37:2,1,PI 19:0/18:2,100.0
917,0.687,,,,489.3223,15829,-1,Negative,,,,,490.3296,(M-H)-,,,,,,
918,4.382,,,,477.3043,15817,-1,Negative,,,,,478.3116,(M-H)-,,,,,,
919,6.761,,,,828.4794,15806,-1,Negative,,,,,829.4867,(M-H)-,,,,,,
920,0.621,,,,459.2197,15804,-1,Negative,,,,,460.2269,(M-H)-,,,,,,
921,7.243,,,,780.5173,15664,-1,Negative,,,,,781.5246,(M-H)-,,,,,,
922,9.815,,,,826.6409,15660,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d40:2,,C46H87NO8,781.6432,(M+CHO2)-,826.6414,-0.6,0.6,87.19,HexCer_NS d40:2,29,,
923,11.208,,,,766.6171,15631,-1,Negative,,,,,767.6244,(M-H)-,,,,,,
924,13.551,,,,1437.9864,15630,-1,Negative,,,,,1438.9937,(M-H)-,,,,,,
925,9.061,,,,762.5653,15582,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_16:0,,C40H80NO7P,717.5672,(M+CHO2)-,762.5654,-0.1,0.1,85.03,EtherPC 32:1e,1,EtherPC 16:1e/16:0,100.0
926,4.436,,,,623.3496,15570,-1,Negative,,,,,624.3569,(M-H)-,,,,,,
927,8.769,,,,901.5813,15565,-1,Negative,,,,,902.5885,(M-H)-,,,,,,
928,7.147,,,,733.5495,15537,-1,Negative,Sphingomyelin,SM d33:1,,C38H77N2O6P,688.5519,(M+CHO2)-,733.5501,-0.9,0.9,85.32,SM d33:1,15,,
929,7.979,,,,1487.0312,15533,-1,Negative,,,,,1488.0385,(M-H)-,,,,,,
930,4.094,,,,419.1798,15533,-1,Negative,,,,,420.1871,(M-H)-,,,,,,
931,7.189,,,,921.5493,15529,-1,Negative,Phosphatidylinositol,PI 19:1_22:6,,C50H83O13P,922.5571,(M-H)-,921.5499,-0.6,0.6,89.71,PI 41:7,1,PI 19:1/22:6,100.0
932,10.372,,,,654.5598,15508,-1,Negative,,,,,655.5670,(M-H)-,,,,,,
933,10.520,,,,654.5598,15507,-1,Negative,,,,,655.5670,(M-H)-,,,,,,
934,7.574,,,,776.5233,15504,-1,Negative,,,,,777.5306,(M-H)-,,,,,,
935,7.552,,,,622.4661,15471,-1,Negative,,,,,623.4733,(M-H)-,,,,,,
936,10.096,,,,888.6781,15462,-1,Negative,,,,,889.6853,(M-H)-,,,,,,
937,0.517,,,,191.9951,15446,-1,Negative,,,,,193.0024,(M-H)-,,,,,,
938,9.821,,,,843.6307,15431,-1,Negative,,,,,844.6380,(M-H)-,,,,,,
939,0.570,,,,626.2981,15250,-1,Negative,,,,,627.3054,(M-H)-,,,,,,
940,11.968,,,,788.6387,15228,-1,Negative,,,,,789.6459,(M-H)-,,,,,,
941,2.660,,,,947.6103,15225,-1,Negative,,,,,948.6176,(M-H)-,,,,,,
942,6.110,,,,869.5331,15223,-1,Negative,Phosphatidylglycerol,PG 22:4_22:6,,C50H79O10P,870.5411,(M-H)-,869.5338,-0.8,0.8,78.07,PG 44:10,2,PG 22:4/22:6,70.3
943,6.379,,,,834.5081,15222,-1,Negative,Phosphatidylethanolamine,PE 22:6_22:6,,C49H74NO8P,835.5152,(M-H)-,834.5079,0.2,0.2,87.93,PE 44:12,1,PE 22:6/22:6,100.0
944,10.699,,,,734.5908,15155,-1,Negative,,,,,735.5981,(M-H)-,,,,,,
945,2.223,,,,509.2889,15107,-1,Negative,Lysophosphatidylglycerol,LPG 18:1,,C24H47O9P,510.2958,(M-H)-,509.2885,0.8,0.8,94.30,LPG 18:1,1,LPG 18:1,100.0
946,7.154,,,,733.4810,15061,-1,Negative,,,,,734.4882,(M-H)-,,,,,,
947,2.703,,,,585.3102,15060,-1,Negative,,,,,586.3175,(M-H)-,,,,,,
948,2.841,,,,281.2487,15036,-1,Negative,,,,,282.2559,(M-H)-,,,,,,
949,10.551,,,,822.6016,15029,-1,Negative,Phosphatidylethanolamine,PE 22:0_20:4,,C47H86NO8P,823.6091,(M-H)-,822.6018,-0.3,0.3,60.85,PE 42:4,1,PE 22:0/20:4,100.0
950,4.370,,,,499.3639,15023,-1,Negative,,,,,500.3712,(M-H)-,,,,,,
951,7.850,,,,864.5756,15012,-1,Negative,Phosphatidylcholine,PC 17:0_22:6,,C47H82NO8P,819.5778,(M+CHO2)-,864.5760,-0.4,0.4,87.28,PC 39:6,1,PC 17:0/22:6,100.0
952,14.485,,,,154.9740,14992,-1,Negative,,,,,155.9813,(M-H)-,,,,,,
953,6.119,,,,621.4370,14975,-1,Negative,,,,,622.4442,(M-H)-,,,,,,
954,10.189,,,,857.6481,14932,-1,Negative,,,,,858.6554,(M-H)-,,,,,,
955,3.928,,,,693.5481,14889,-1,Negative,,,,,694.5554,(M-H)-,,,,,,
956,11.628,,,,696.6064,14877,-1,Negative,,,,,697.6136,(M-H)-,,,,,,
957,14.557,,,,1125.9509,14868,-1,Negative,,,,,1126.9582,(M-H)-,,,,,,
958,5.853,,,,896.5442,14780,-1,Negative,Phosphatidylcholine,PC 20:5_22:6,,C50H78NO8P,851.5465,(M+CHO2)-,896.5447,-0.6,0.6,87.37,PC 42:11,1,PC 20:5/22:6,100.0
959,10.266,,,,768.5969,14772,-1,Negative,,,,,769.6042,(M-H)-,,,,,,
960,14.314,,,,1004.8637,14765,-1,Negative,,,,,1005.8709,(M-H)-,,,,,,
961,9.176,,,,696.5394,14743,-1,Negative,,,,,697.5467,(M-H)-,,,,,,
962,11.461,,,,848.6579,14725,-1,Negative,,,,,849.6652,(M-H)-,,,,,,
963,7.180,,,,867.5391,14694,-1,Negative,,,,,868.5463,(M-H)-,,,,,,
964,0.573,,,,661.2807,14694,-1,Negative,,,,,662.2880,(M-H)-,,,,,,
965,10.421,,,,696.6145,14684,-1,Negative,Ceramide alpha-hydroxy fatty acid-sphingosine,Cer_AS d41:1,,C41H81NO4,651.6166,(M+CHO2)-,696.6148,-0.4,0.4,89.44,Cer_AS d41:1,2,,
966,3.643,,,,609.3572,14678,-1,Negative,,,,,610.3645,(M-H)-,,,,,,
967,7.550,,,,732.4967,14669,-1,Negative,,,,,733.5040,(M-H)-,,,,,,
968,4.461,,,,649.3651,14659,-1,Negative,,,,,650.3724,(M-H)-,,,,,,
969,11.033,,,,898.6594,14649,-1,Negative,,,,,899.6667,(M-H)-,,,,,,
970,13.358,,,,1175.8544,14539,-2,Negative,,,,,2353.7233,(M-2H)-2,,,,,,
971,2.000,,,,526.3145,14530,-1,Negative,Lysophophatidylcholine,LPC 15:0/0:0,,C23H48NO7P,481.3168,(M+CHO2)-,526.3150,-1.0,1.0,88.46,LPC 15:0,1,LPC 15:0,100.0
972,9.789,,,,1490.1154,14510,-1,Negative,,,,,1491.1227,(M-H)-,,,,,,
973,6.614,,,,769.5019,14491,-1,Negative,Phosphatidylglycerol,PG 36:4,,C42H75O10P,770.5098,(M-H)-,769.5025,-0.7,0.7,68.63,PG 36:4,2,,
974,6.572,,,,526.4473,14435,-1,Negative,,,,,527.4546,(M-H)-,,,,,,
975,0.667,,,,501.2888,14423,-1,Negative,,,,,502.2961,(M-H)-,,,,,,
976,2.778,,,,572.3839,14397,-1,Negative,,,,,573.3912,(M-H)-,,,,,,
977,4.483,,,,659.5492,14380,-1,Negative,,,,,660.5565,(M-H)-,,,,,,
978,9.852,,,,869.6450,14339,-1,Negative,,,,,870.6523,(M-H)-,,,,,,
979,7.776,,,,814.5393,14332,-1,Negative,Phosphatidylethanolamine,PE 20:2_22:6,,C47H78NO8P,815.5465,(M-H)-,814.5392,0.1,0.1,83.10,PE 42:8,1,PE 20:2/22:6,100.0
980,13.744,,,,712.4869,14296,-2,Negative,,,,,1426.9884,(M-2H)-2,,,,,,
981,7.568,,,,554.4792,14287,-1,Negative,,,,,555.4865,(M-H)-,,,,,,
982,7.160,,,,785.5330,14281,-1,Negative,,,,,786.5402,(M-H)-,,,,,,
983,3.758,,,,1159.7119,14273,-1,Negative,,,,,1160.7191,(M-H)-,,,,,,
984,1.444,,,,562.3148,14263,-1,Negative,Lysophophatidylcholine,LPC 18:3/0:0,,C26H48NO7P,517.3168,(M+CHO2)-,562.3150,-0.4,0.4,96.08,LPC 18:3,1,LPC 18:3,100.0
985,0.564,,,,666.2331,14254,-1,Negative,,,,,667.2404,(M-H)-,,,,,,
986,7.671,,,,1494.0538,14166,-1,Negative,,,,,1495.0611,(M-H)-,,,,,,
987,8.800,,,,770.5703,14155,-1,Negative,Phosphatidylethanolamine,PE 38:2,,C43H82NO8P,771.5778,(M-H)-,770.5705,-0.3,0.3,90.68,PE 38:2,4,,
988,8.996,,,,912.5968,14117,-1,Negative,,,,,913.6041,(M-H)-,,,,,,
989,4.614,,,,307.2645,14100,-1,Negative,Free fatty acid,FA 20:2,,C20H36O2,308.2715,(M-H)-,307.2643,0.7,0.7,71.75,FA 20:2,1,FA 20:2,100.0
990,0.671,,,,566.2772,14088,-1,Negative,,,,,567.2845,(M-H)-,,,,,,
991,7.166,,,,804.4794,14047,-1,Negative,,,,,805.4867,(M-H)-,,,,,,
992,3.354,,,,466.2936,14038,-1,Negative,Lysophosphatidylethanolamine,LPE 17:0,,C22H46NO7P,467.3012,(M-H)-,466.2939,-0.6,0.6,87.42,LPE 17:0,1,LPE 17:0,100.0
993,11.327,,,,658.5725,14029,-1,Negative,,,,,659.5798,(M-H)-,,,,,,
994,5.358,,,,791.4862,14012,-1,Negative,Phosphatidylglycerol,PG 18:2_20:5,,C44H73O10P,792.4941,(M-H)-,791.4869,-0.8,0.8,84.01,PG 38:7,2,PG 18:2/20:5,77.4
995,14.268,,,,1069.8886,14000,-1,Negative,,,,,1070.8959,(M-H)-,,,,,,
996,2.033,,,,455.2650,13988,-1,Negative,,,,,456.2723,(M-H)-,,,,,,
997,9.621,,,,884.6372,13934,-1,Negative,Phosphatidylcholine,PC 22:1_18:2,,C48H90NO8P,839.6404,(M+CHO2)-,884.6386,-1.6,1.6,68.83,PC 40:3,4,PC 22:1/18:2,44.7
998,6.787,,,,869.5186,13890,-1,Negative,Phosphatidylinositol,PI 17:0_20:5,,C46H79O13P,870.5258,(M-H)-,869.5186,0.0,0.0,82.58,PI 37:5,2,PI 17:0/20:5,63.3
999,8.137,,,,1488.0436,13869,-1,Negative,,,,,1489.0509,(M-H)-,,,,,,
1000,11.028,,,,782.6121,13861,-1,Negative,,,,,783.6194,(M-H)-,,,,,,
1001,11.188,,,,847.6903,13841,-1,Negative,Sphingomyelin,SM d41:0,,C46H95N2O6P,802.6928,(M+CHO2)-,847.6910,-0.8,0.8,70.81,SM d41:0,16,,
1002,2.671,,,,520.2657,13806,-1,Negative,,,,,521.2730,(M-H)-,,,,,,
1003,0.494,,,,334.0831,13732,-1,Negative,,,,,335.0904,(M-H)-,,,,,,
1004,1.818,,,,504.3099,13707,-1,Negative,,,,,505.3172,(M-H)-,,,,,,
1005,10.711,,,,820.6271,13676,-1,Negative,,,,,821.6344,(M-H)-,,,,,,
1006,3.715,,,,613.3358,13676,-1,Negative,Lysophosphatidylinositol,LPI 19:0,,C28H55O12P,614.3431,(M-H)-,613.3358,-0.1,0.1,83.11,LPI 19:0,1,LPI 19:0,100.0
1007,4.800,,,,508.3559,13668,-1,Negative,,,,,509.3632,(M-H)-,,,,,,
1008,6.692,,,,1370.7793,13665,-1,Negative,,,,,1371.7865,(M-H)-,,,,,,
1009,7.173,,,,761.4759,13661,-1,Negative,,,,,762.4832,(M-H)-,,,,,,
1010,9.115,,,,724.5283,13651,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_20:3,,C41H76NO7P,725.5359,(M-H)-,724.5287,-0.5,0.5,71.08,EtherPE 36:4e,1,EtherPE 16:1e/20:3,100.0
1011,14.434,,,,904.8332,13636,-1,Negative,,,,,905.8405,(M-H)-,,,,,,
1012,4.003,,,,582.3772,13614,-1,Negative,Lysophophatidylcholine,LPC 19:0/0:0,,C27H56NO7P,537.3794,(M+CHO2)-,582.3776,-0.8,0.8,91.83,LPC 19:0,1,LPC 19:0,100.0
1013,5.599,,,,407.2955,13606,-1,Negative,,,,,408.3027,(M-H)-,,,,,,
1014,10.607,,,,893.6832,13596,-1,Negative,,,,,894.6904,(M-H)-,,,,,,
1015,1.819,,,,632.3181,13595,-1,Negative,,,,,633.3254,(M-H)-,,,,,,
1016,2.503,,,,585.3047,13584,-1,Negative,Lysophosphatidylinositol,LPI 17:0,,C26H51O12P,586.3118,(M-H)-,585.3045,0.2,0.2,86.52,LPI 17:0,1,LPI 17:0,100.0
1017,4.473,,,,339.1997,13542,-1,Negative,,,,,340.2070,(M-H)-,,,,,,
1018,4.858,,,,479.3201,13521,-1,Negative,,,,,480.3273,(M-H)-,,,,,,
1019,10.006,,,,776.6019,13439,-1,Negative,,,,,777.6092,(M-H)-,,,,,,
1020,0.524,,,,236.0213,13439,-1,Negative,,,,,237.0286,(M-H)-,,,,,,
1021,11.644,,,,777.6352,13430,-1,Negative,,,,,778.6425,(M-H)-,,,,,,
1022,12.271,,,,698.6223,13428,-1,Negative,,,,,699.6295,(M-H)-,,,,,,
1023,3.078,,,,554.3463,13411,-1,Negative,Lysophophatidylcholine,LPC 17:0/0:0,,C25H52NO7P,509.3481,(M+CHO2)-,554.3463,0.0,0.0,92.69,LPC 17:0,1,LPC 17:0,100.0
1024,11.480,,,,684.6052,13394,-1,Negative,,,,,685.6125,(M-H)-,,,,,,
1025,1.817,,,,1083.6629,13377,-1,Negative,,,,,1084.6702,(M-H)-,,,,,,
1026,3.081,,,,526.3516,13359,-1,Negative,,,,,527.3589,(M-H)-,,,,,,
1027,5.023,,,,494.3612,13323,-1,Negative,,,,,495.3685,(M-H)-,,,,,,
1028,9.097,,,,596.5261,13317,-1,Negative,Ceramide non-hydroxyfatty acid-dihydrosphingosine,Cer_NDS d15:0_20:1,,C35H69NO3,551.5277,(M+CHO2)-,596.5259,0.2,0.2,78.41,Cer_NDS d35:1,1,Cer_NDS d15:0/20:1,100.0
1029,10.085,,,,641.5475,13294,-1,Negative,,,,,642.5548,(M-H)-,,,,,,
1030,1.560,,,,555.2729,13293,-1,Negative,Lysophosphatidylglycerol,LPG 22:6,,C28H45O9P,556.2801,(M-H)-,555.2728,0.2,0.2,73.96,LPG 22:6,1,LPG 22:6,100.0
1031,14.493,,,,918.8492,13278,-1,Negative,,,,,919.8564,(M-H)-,,,,,,
1032,0.859,,,,346.0558,13253,-1,Negative,,,,,347.0630,(M-H)-,,,,,,
1033,10.542,,,,912.6387,13252,-1,Negative,,,,,913.6460,(M-H)-,,,,,,
1034,0.679,,,,449.2026,13247,-1,Negative,,,,,450.2099,(M-H)-,,,,,,
1035,8.156,,,,866.5916,13231,-1,Negative,Phosphatidylcholine,PC 19:1_20:4,,C47H84NO8P,821.5935,(M+CHO2)-,866.5917,-0.1,0.1,85.19,PC 39:5,4,PC 19:1/20:4,48.2
1036,10.756,,,,705.5760,13225,-1,Negative,,,,,706.5833,(M-H)-,,,,,,
1037,10.177,,,,1193.7893,13207,-1,Negative,,,,,1194.7966,(M-H)-,,,,,,
1038,3.314,,,,390.2682,13203,-1,Negative,,,,,391.2755,(M-H)-,,,,,,
1039,0.502,,,,197.9401,13191,-1,Negative,,,,,198.9474,(M-H)-,,,,,,
1040,0.720,,,,363.1815,13171,-1,Negative,,,,,364.1888,(M-H)-,,,,,,
1041,9.595,,,,627.5315,13130,-1,Negative,,,,,628.5388,(M-H)-,,,,,,
1042,10.700,,,,867.6676,13130,-1,Negative,,,,,868.6748,(M-H)-,,,,,,
1043,9.197,,,,877.5809,13127,-1,Negative,,,,,878.5882,(M-H)-,,,,,,
1044,10.497,,,,677.5837,13028,-1,Negative,,,,,678.5909,(M-H)-,,,,,,
1045,12.813,,,,1417.9139,13019,-1,Negative,Cardiolipin,CL 70:9,,C79H136O17P2,1418.9253,(M-H)-,1417.9180,-2.9,2.9,74.62,CL 70:9,55,,
1046,9.261,,,,836.5419,12998,-1,Negative,,,,,837.5492,(M-H)-,,,,,,
1047,14.200,,,,1141.8710,12969,-2,Negative,,,,,2285.7566,(M-2H)-2,,,,,,
1048,9.823,,,,702.3805,12968,-1,Negative,,,,,703.3878,(M-H)-,,,,,,
1049,0.525,,,,157.0121,12955,-1,Negative,,,,,158.0194,(M-H)-,,,,,,
1050,3.779,,,,539.3528,12932,-1,Negative,,,,,540.3600,(M-H)-,,,,,,
1051,8.428,,,,871.5701,12916,-1,Negative,,,,,872.5774,(M-H)-,,,,,,
1052,6.709,,,,748.5129,12908,-1,Negative,Phosphatidylcholine,PC 14:0_16:1,,C38H74NO8P,703.5152,(M+CHO2)-,748.5134,-0.6,0.6,88.05,PC 30:1,3,PC 14:0/16:1,83.4
1053,10.162,,,,325.1843,12897,-1,Negative,,,,,326.1916,(M-H)-,,,,,,
1054,9.052,,,,930.6076,12894,-1,Negative,,,,,931.6149,(M-H)-,,,,,,
1055,0.950,,,,332.1904,12863,-1,Negative,,,,,333.1976,(M-H)-,,,,,,
1056,0.661,,,,241.1446,12840,-1,Negative,,,,,242.1518,(M-H)-,,,,,,
1057,4.484,,,,629.3836,12826,-1,Negative,,,,,630.3909,(M-H)-,,,,,,
1058,0.820,,,,306.0766,12814,-1,Negative,,,,,307.0839,(M-H)-,,,,,,
1059,10.996,,,,756.5914,12798,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_20:1,,C43H84NO7P,757.5985,(M-H)-,756.5913,0.1,0.1,76.49,EtherPE 38:2e,3,EtherPE 18:1e/20:1,50.0
1060,7.760,,,,870.5489,12786,-1,Negative,,,,,871.5562,(M-H)-,,,,,,
1061,9.972,,,,750.5862,12779,-1,Negative,,,,,751.5935,(M-H)-,,,,,,
1062,10.079,,,,614.5283,12751,-1,Negative,,,,,615.5356,(M-H)-,,,,,,
1063,9.054,,,,801.5651,12710,-1,Negative,,,,,802.5723,(M-H)-,,,,,,
1064,13.836,,,,1190.8781,12663,-2,Negative,,,,,2383.7707,(M-2H)-2,,,,,,
1065,1.851,,,,503.2648,12656,-1,Negative,,,,,504.2721,(M-H)-,,,,,,
1066,8.738,,,,778.5391,12654,-1,Negative,,,,,779.5464,(M-H)-,,,,,,
1067,8.496,,,,776.5592,12636,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_22:5,,C45H80NO7P,777.5672,(M-H)-,776.5600,-1.0,1.0,79.56,EtherPE 40:6e,1,EtherPE 18:1e/22:5,100.0
1068,0.831,,,,403.2126,12631,-1,Negative,,,,,404.2199,(M-H)-,,,,,,
1069,12.409,,,,698.6217,12628,-1,Negative,,,,,699.6290,(M-H)-,,,,,,
1070,8.203,,,,791.5423,12619,-1,Negative,,,,,792.5496,(M-H)-,,,,,,
1071,2.807,,,,634.3337,12594,-1,Negative,,,,,635.3410,(M-H)-,,,,,,
1072,1.925,,,,597.3044,12594,-1,Negative,Lysophosphatidylinositol,LPI 18:1,,C27H51O12P,598.3118,(M-H)-,597.3045,-0.2,0.2,83.60,LPI 18:1,1,LPI 18:1,100.0
1073,1.542,,,,512.2992,12585,-1,Negative,Lysophophatidylcholine,LPC 14:0/0:0,,C22H46NO7P,467.3012,(M+CHO2)-,512.2994,-0.4,0.4,66.06,LPC 14:0,1,LPC 14:0,100.0
1074,10.113,,,,1219.8042,12564,-1,Negative,,,,,1220.8115,(M-H)-,,,,,,
1075,9.000,,,,770.5636,12557,-1,Negative,,,,,771.5708,(M-H)-,,,,,,
1076,13.751,,,,1152.8632,12486,-2,Negative,,,,,2307.7409,(M-2H)-2,,,,,,
1077,10.158,,,,802.6413,12465,-1,Negative,Hexosylceramide non-hydroxyfatty acid-dihydrosphingosine,HexCer_NDS d38:0,,C44H87NO8,757.6432,(M+CHO2)-,802.6414,-0.1,0.1,70.65,HexCer_NDS d38:0,13,,
1078,6.898,,,,854.4946,12460,-1,Negative,,,,,855.5019,(M-H)-,,,,,,
1079,4.476,,,,357.2798,12455,-1,Negative,,,,,358.2871,(M-H)-,,,,,,
1080,10.531,,,,1392.1756,12428,-1,Negative,,,,,1393.1829,(M-H)-,,,,,,
1081,3.806,,,,371.2205,12418,-1,Negative,,,,,372.2277,(M-H)-,,,,,,
1082,1.626,,,,410.2369,12412,-1,Negative,,,,,411.2442,(M-H)-,,,,,,
1083,0.600,,,,293.0688,12412,-1,Negative,,,,,294.0761,(M-H)-,,,,,,
1084,1.365,,,,663.3754,12382,-1,Negative,,,,,664.3827,(M-H)-,,,,,,
1085,8.875,,,,749.5328,12382,-1,Negative,,,,,750.5401,(M-H)-,,,,,,
1086,3.688,,,,642.3626,12371,-1,Negative,,,,,643.3699,(M-H)-,,,,,,
1087,8.699,,,,608.5255,12365,-1,Negative,,,,,609.5328,(M-H)-,,,,,,
1088,0.533,,,,201.0382,12358,-1,Negative,,,,,202.0455,(M-H)-,,,,,,
1089,9.663,,,,1455.8771,12349,-1,Negative,,,,,1456.8844,(M-H)-,,,,,,
1090,8.080,,,,592.5282,12340,-1,Negative,,,,,593.5354,(M-H)-,,,,,,
1091,9.969,,,,852.6557,12331,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d42:3,,C48H89NO8,807.6588,(M+CHO2)-,852.6570,-1.6,1.6,69.79,HexCer_NS d42:3,40,,
1092,4.161,,,,466.3304,12329,-1,Negative,,,,,467.3377,(M-H)-,,,,,,
1093,4.205,,,,494.3252,12326,-1,Negative,Lysophosphatidylethanolamine,LPE 19:0,,C24H50NO7P,495.3325,(M-H)-,494.3252,-0.1,0.1,92.42,LPE 19:0,1,LPE 19:0,100.0
1094,10.157,,,,311.1687,12320,-1,Negative,,,,,312.1759,(M-H)-,,,,,,
1095,14.202,,,,700.4864,12279,-2,Negative,,,,,1402.9873,(M-2H)-2,,,,,,
1096,12.655,,,,747.4788,12251,-2,Negative,,,,,1496.9721,(M-2H)-2,,,,,,
1097,4.394,,,,511.4731,12251,-1,Negative,,,,,512.4804,(M-H)-,,,,,,
1098,6.614,,,,719.5341,12242,-1,Negative,Sphingomyelin,SM d32:1,,C37H75N2O6P,674.5363,(M+CHO2)-,719.5345,-0.6,0.6,96.74,SM d32:1,13,,
1099,9.435,,,,786.6094,12236,-1,Negative,,,,,787.6167,(M-H)-,,,,,,
1100,10.560,,,,771.6361,12205,-1,Negative,,,,,772.6434,(M-H)-,,,,,,
1101,5.501,,,,398.3097,12168,-1,Negative,,,,,399.3170,(M-H)-,,,,,,
1102,8.045,,,,797.5344,12160,-1,Negative,Phosphatidylglycerol,PG 18:0_20:4,,C44H79O10P,798.5411,(M-H)-,797.5338,0.8,0.8,66.64,PG 38:4,2,PG 18:0/20:4,66.6
1103,8.914,,,,834.5272,12151,-1,Negative,,,,,835.5345,(M-H)-,,,,,,
1104,10.394,,,,797.6540,12128,-1,Negative,,,,,798.6613,(M-H)-,,,,,,
1105,12.735,,,,722.6664,12124,-1,Negative,,,,,723.6737,(M-H)-,,,,,,
1106,0.822,,,,377.1966,12097,-1,Negative,,,,,378.2039,(M-H)-,,,,,,
1107,7.446,,,,724.4918,12092,-1,Negative,Phosphatidylethanolamine,PE 15:0_20:4,,C40H72NO8P,725.4996,(M-H)-,724.4923,-0.7,0.7,81.45,PE 35:4,1,PE 15:0/20:4,100.0
1108,4.618,,,,953.5979,12065,-1,Negative,,,,,954.6051,(M-H)-,,,,,,
1109,9.401,,,,776.5599,12054,-1,Negative,,,,,777.5672,(M-H)-,,,,,,
1110,7.659,,,,580.4947,12016,-1,Negative,Ceramide non-hydroxyfatty acid-dihydrosphingosine,Cer_NDS d34:2,,C34H65NO3,535.4964,(M+CHO2)-,580.4946,0.1,0.1,77.13,Cer_NDS d34:2,3,,
1111,10.388,,,,834.6226,12008,-1,Negative,Phosphatidylcholine,PC 16:0_20:0,,C44H88NO8P,789.6248,(M+CHO2)-,834.6230,-0.4,0.4,64.54,PC 36:0,2,PC 16:0/20:0,59.0
1112,9.680,,,,884.6078,11988,-1,Negative,,,,,885.6151,(M-H)-,,,,,,
1113,10.688,,,,730.4119,11977,-1,Negative,,,,,731.4192,(M-H)-,,,,,,
1114,0.672,,,,449.1499,11970,-1,Negative,,,,,450.1572,(M-H)-,,,,,,
1115,0.485,,,,344.0196,11955,-1,Negative,,,,,345.0268,(M-H)-,,,,,,
1116,1.303,,,,631.3491,11948,-1,Negative,,,,,632.3564,(M-H)-,,,,,,
1117,7.258,,,,846.5551,11933,-1,Negative,,,,,847.5624,(M-H)-,,,,,,
1118,9.309,,,,614.5184,11915,-1,Negative,,,,,615.5257,(M-H)-,,,,,,
1119,11.105,,,,939.6890,11915,-1,Negative,,,,,940.6963,(M-H)-,,,,,,
1120,1.724,,,,507.2728,11907,-1,Negative,,,,,508.2800,(M-H)-,,,,,,
1121,0.503,,,,416.1426,11904,-1,Negative,,,,,417.1499,(M-H)-,,,,,,
1122,10.363,,,,704.5599,11887,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:0e_16:0,,C39H80NO7P,705.5672,(M-H)-,704.5600,-0.1,0.1,86.86,EtherPE 34:0e,1,EtherPE 18:0e/16:0,100.0
1123,0.768,,,,433.2074,11866,-1,Negative,,,,,434.2147,(M-H)-,,,,,,
1124,0.563,,,,682.2071,11846,-1,Negative,,,,,683.2144,(M-H)-,,,,,,
1125,13.255,,,,1371.9329,11840,-1,Negative,Cardiolipin,CL 66:4,,C75H138O17P2,1372.9409,(M-H)-,1371.9336,-0.5,0.5,81.17,CL 66:4,35,,
1126,0.830,,,,279.1601,11829,-1,Negative,,,,,280.1674,(M-H)-,,,,,,
1127,6.422,,,,586.4511,11818,-1,Negative,,,,,587.4583,(M-H)-,,,,,,
1128,11.146,,,,888.6692,11818,-1,Negative,Phosphatidylcholine,PC 40:1,,C48H94NO8P,843.6717,(M+CHO2)-,888.6699,-0.8,0.8,72.71,PC 40:1,5,,
1129,9.516,,,,862.6080,11815,-1,Negative,,,,,863.6152,(M-H)-,,,,,,
1130,0.792,,,,255.1601,11811,-1,Negative,,,,,256.1673,(M-H)-,,,,,,
1131,3.212,,,,271.2280,11785,-1,Negative,,,,,272.2353,(M-H)-,,,,,,
1132,11.174,,,,885.7063,11784,-1,Negative,Sphingomyelin,SM d44:2,,C49H97N2O6P,840.7084,(M+CHO2)-,885.7066,-0.4,0.4,76.75,SM d44:2,41,,
1133,12.130,,,,154.9738,11767,-1,Negative,,,,,155.9811,(M-H)-,,,,,,
1134,6.142,,,,616.4612,11757,-1,Negative,,,,,617.4685,(M-H)-,,,,,,
1135,12.780,,,,1493.9444,11754,-1,Negative,,,,,1494.9517,(M-H)-,,,,,,
1136,7.843,,,,873.5502,11742,-1,Negative,Phosphatidylinositol,PI 17:0_20:3,,C46H83O13P,874.5571,(M-H)-,873.5499,0.4,0.4,80.22,PI 37:3,1,PI 17:0/20:3,100.0
1137,0.800,,,,418.9735,11709,-1,Negative,,,,,419.9807,(M-H)-,,,,,,
1138,9.588,,,,764.5594,11679,-1,Negative,,,,,765.5667,(M-H)-,,,,,,
1139,11.018,,,,750.5864,11676,-1,Negative,,,,,751.5937,(M-H)-,,,,,,
1140,0.584,,,,303.0531,11669,-1,Negative,,,,,304.0603,(M-H)-,,,,,,
1141,0.561,,,,582.2512,11595,-1,Negative,,,,,583.2585,(M-H)-,,,,,,
1142,7.582,,,,830.4953,11592,-1,Negative,,,,,831.5026,(M-H)-,,,,,,
